,X,Date,Cloud,Disc,Humidity,MaxTemp,MinTemp,Pressure,Rain,WindDir,WindSpeed,Failure.Rate,Temp,Total_Failures,Water_Failures,Heat_Failures,NA_Failures,Ferrule_Failures,Excessive Heat,PLIC Joint Failures,,
1004,1004,9/30/2018,0,Sunny,48,36,31,1010,0,SW,14,0,33.5,0,0,0,0,0,0,0,,
1005,1005,10/1/2018,0,Sunny,63,35,29,1010,0,WSW,9,2,32.2,0.111111111111111,0.111111111111111,0,0.055555555555556,0,0,0,,
1006,1006,10/2/2018,0,Sunny,54,36,29,1010,0,SSW,10,0,33,0,0,0,0.055555555555556,0,0,0,,
1007,1007,10/3/2018,0,Sunny,55,37,30,1010,0,S,9,2,32.7,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0,0,,
1008,1008,10/4/2018,1,Sunny,62,35,30,1009,0,SSW,8,2,31.9,0.111111111111111,0.111111111111111,0,0.055555555555556,0,0,0,,
1009,1009,10/5/2018,7,Sunny,59,35,30,1009,0,WSW,7,0,32.1,0,0,0,0,0,0,0,,
1010,1010,10/6/2018,7,Sunny,57,36,29,1009,0,SE,7,1,32.3,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1011,1011,10/7/2018,4,Sunny,45,37,30,1010,0,SE,11,2,34.4,0.111111111111111,0.111111111111111,0,0.055555555555556,0,0,0,,
1012,1012,10/8/2018,13,Partly cloudy,51,37,30,1010,0,SSW,12,1,33.3,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1013,1013,10/9/2018,2,Sunny,56,36,29,1009,0,SE,9,1,32.3,0.055555555555556,0.055555555555556,0,0.111111111111111,0,0,0,,
1014,1014,10/10/2018,2,Sunny,39,38,30,1009,0,E,12,0,33.4,0,0,0,0.055555555555556,0,0,0,,
1015,1015,10/11/2018,1,Sunny,40,38,30,1010,0,SE,13,1,33.2,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1016,1016,10/12/2018,0,Sunny,33,36,30,1011,0,E,10,1,32.8,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
1017,1017,10/13/2018,0,Sunny,37,36,28,1012,0,SSE,13,1,31.7,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
1018,1018,10/14/2018,0,Sunny,48,35,28,1013,0,S,13,1,31.8,0.055555555555556,0.055555555555556,0,0.111111111111111,0,0,0,,
1019,1019,10/15/2018,0,Sunny,60,34,28,1013,0,SW,15,0,31.4,0,0,0,0,0,0,0,,
1020,1020,10/16/2018,0,Sunny,66,33,28,1013,0.2,WSW,8,0,30.7,0,0,0,0.055555555555556,0,0,0,,
1021,1021,10/17/2018,3,Sunny,56,34,28,1012,0.2,SE,10,1,31.2,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
1022,1022,10/18/2018,8,Sunny,42,35,29,1011,0,SSW,10,1,31.3,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
1023,1023,10/19/2018,27,Partly cloudy,49,33,29,1012,0,SSW,8,0,30.9,0,0,0,0.055555555555556,0,0,0,,
1024,1024,10/20/2018,16,Partly cloudy,48,34,29,1013,0.1,SE,9,0,31.7,0,0,0,0.055555555555556,0,0,0,,
1025,1025,10/21/2018,17,Partly cloudy,47,34,29,1014,0,SE,11,0,31.8,0,0,0,0.055555555555556,0,0,0,,
1026,1026,10/22/2018,5,Sunny,54,34,29,1015,0,S,9,2,31.7,0.111111111111111,0.055555555555556,0.055555555555556,0,0,0,0.055555555555556,,
1027,1027,10/23/2018,3,Sunny,61,33,29,1013,0,W,16,1,31.2,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
1028,1028,10/24/2018,5,Sunny,57,34,30,1012,0,W,21,0,31.9,0,0,0,0.055555555555556,0,0,0,,
1029,1029,10/25/2018,3,Sunny,57,33,29,1012,0,W,13,1,30.6,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1030,1030,10/26/2018,7,Sunny,55,32,27,1014,0,SSW,9,0,29.8,0,0,0,0,0,0,0,,
1031,1031,10/27/2018,10,Sunny,62,34,27,1014,0,E,12,0,30.9,0,0,0,0.055555555555556,0,0,0,,
1032,1032,10/28/2018,10,Sunny,59,33,28,1014,0,SSW,11,2,31,0.111111111111111,0.055555555555556,0.055555555555556,0,0,0,0.055555555555556,,
1033,1033,10/29/2018,8,Sunny,58,32,28,1015,0.2,SW,7,1,30.1,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1034,1034,10/30/2018,9,Sunny,63,31,28,1014,0,WNW,10,0,28.4,0,0,0,0,0,0,0,,
1035,1035,10/31/2018,36,Cloudy,50,29,26,1015,0,WSW,10,0,28.1,0,0,0,0,0,0,0,,
1036,1036,11/1/2018,8,Sunny,50,31,25,1015,0,NE,13,0,28.6,0,0,0,0.055555555555556,0,0,0,,
1037,1037,11/2/2018,6,Sunny,43,32,27,1015,0,ENE,22,0,29,0,0,0,0.055555555555556,0,0,0,,
1038,1038,11/3/2018,10,Sunny,37,31,26,1016,0,ENE,22,1,28.3,0.055555555555556,0.055555555555556,0,0.111111111111111,0,0,0,,
1039,1039,11/4/2018,17,Partly cloudy,34,31,25,1015,0,E,17,1,27.4,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1040,1040,11/5/2018,1,Sunny,38,32,24,1014,0,E,13,0,26.9,0,0,0,0,0,0,0,,
1041,1041,11/6/2018,15,Cloudy,48,31,25,1014,0,SE,15,1,27.2,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1042,1042,11/7/2018,0,Sunny,49,32,25,1015,0,S,10,1,27.9,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0.055555555555556,0,,
1043,1043,11/8/2018,4,Sunny,54,30,26,1014,0,S,7,1,27.6,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
1044,1044,11/9/2018,7,Sunny,60,30,25,1013,0,SW,6,0,27.6,0,0,0,0,0,0,0,,
1045,1045,11/10/2018,7,Sunny,59,31,25,1013,0,SSW,11,0,28.3,0,0,0,0,0,0,0,,
1046,1046,11/11/2018,11,Patchy rain possible,54,31,27,1014,1.8,SSE,9,5,27.9,0.277777777777778,0.055555555555556,0.222222222222222,0,0,0,0.222222222222222,,
1047,1047,11/12/2018,13,Sunny,60,30,27,1014,0,SW,12,3,28,0.166666666666667,0.166666666666667,0,0.055555555555556,0,0,0,,
1048,1048,11/13/2018,14,Sunny,59,31,27,1013,0,W,19,0,28.6,0,0,0,0,0,0,0,,
1049,1049,11/14/2018,5,Sunny,56,30,27,1012,0,W,9,0,27.7,0,0,0,0.055555555555556,0,0,0,,
1050,1050,11/15/2018,2,Sunny,53,33,26,1014,0,ENE,11,1,28.8,0.055555555555556,0.055555555555556,0,0.166666666666667,0,0,0,,
1051,1051,11/16/2018,4,Sunny,49,32,26,1016,0,SSE,13,1,28.6,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1052,1052,11/17/2018,22,Partly cloudy,55,31,27,1015,0,SW,10,1,28.3,0.055555555555556,0.055555555555556,0,0.166666666666667,0,0,0,,
1053,1053,11/18/2018,7,Sunny,65,29,26,1014,0,WNW,19,2,27.3,0.111111111111111,0.055555555555556,0.055555555555556,0,0,0,0.055555555555556,,
1054,1054,11/19/2018,3,Sunny,63,28,25,1015,0,W,10,3,26.2,0.166666666666667,0.166666666666667,0,0,0,0,0,,
1055,1055,11/20/2018,5,Sunny,61,29,24,1016,0,WSW,11,1,26.2,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1056,1056,11/21/2018,15,Patchy rain possible,64,26,25,1016,10.8,W,20,0,25.8,0,0,0,0,0,0,0,,
1057,1057,11/22/2018,3,Sunny,56,27,23,1017,0,W,9,4,24.8,0.222222222222222,0.055555555555556,0.111111111111111,0.055555555555556,0.055555555555556,0.055555555555556,0.055555555555556,,
1058,1058,11/23/2018,7,Sunny,55,29,23,1018,0,ESE,12,1,25.8,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1059,1059,11/24/2018,16,Cloudy,57,30,24,1018,0,E,12,2,27.1,0.111111111111111,0.111111111111111,0,0.055555555555556,0,0,0,,
1060,1060,11/25/2018,22,Patchy rain possible,58,30,26,1016,0.9,E,17,1,26.2,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1061,1061,11/26/2018,19,Moderate or heavy rain shower,66,26,24,1015,7.7,SSW,13,2,23.5,0.111111111111111,0.111111111111111,0,0,0,0,0,,
1062,1062,11/27/2018,11,Sunny,58,26,24,1017,0,WNW,18,0,24.5,0,0,0,0.111111111111111,0,0,0,,
1063,1063,11/28/2018,14,Partly cloudy,56,26,23,1018,0,WNW,8,2,23.7,0.111111111111111,0.111111111111111,0,0,0,0,0,,
1064,1064,11/29/2018,9,Sunny,54,27,24,1019,0,E,10,0,23.8,0,0,0,0,0,0,0,,
1065,1065,11/30/2018,0,Sunny,47,29,24,1020,0,ENE,16,0,25.3,0,0,0,0.055555555555556,0,0,0,,
1066,1066,12/1/2018,17,Partly cloudy,42,29,24,1017,0,NE,12,0,25.7,0,0,0,0,0,0,0,,
1067,1067,12/2/2018,37,Cloudy,49,28,24,1014,0,WSW,9,1,24.8,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1068,1068,12/3/2018,3,Sunny,63,27,24,1014,0,WNW,8,1,24.6,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1069,1069,12/4/2018,0,Sunny,51,28,24,1016,0,E,8,0,24.8,0,0,0,0.055555555555556,0,0,0,,
1070,1070,12/5/2018,77,Overcast,45,28,23,1016,0,S,8,1,24.6,0.055555555555556,0,0,0,0.055555555555556,0,0,,
1071,1071,12/6/2018,6,Sunny,51,27,25,1013,0,S,6,0,24.5,0,0,0,0.055555555555556,0,0,0,,
1072,1072,12/7/2018,4,Sunny,53,28,24,1013,0,SSW,9,0,25.4,0,0,0,0.055555555555556,0,0,0,,
1073,1073,12/8/2018,4,Sunny,58,26,24,1015,0,WNW,14,0,24.2,0,0,0,0.111111111111111,0,0,0,,
1074,1074,12/9/2018,5,Sunny,52,27,24,1015,0,W,22,1,24.7,0.055555555555556,0,0,0.055555555555556,0.055555555555556,0,0,,
1075,1075,12/10/2018,6,Sunny,57,27,24,1015,0,WNW,20,1,26.2,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1076,1076,12/11/2018,17,Sunny,59,27,24,1015,0,W,22,0,25.4,0,0,0,0,0,0,0,,
1077,1077,12/12/2018,0,Sunny,54,27,23,1018,0,W,8,2,23.6,0.111111111111111,0,0,0,0.111111111111111,0,0,,
1078,1078,12/13/2018,0,Sunny,50,26,22,1020,0,SSW,8,1,22.6,0.055555555555556,0,0,0.055555555555556,0.055555555555556,0,0,,
1079,1079,12/14/2018,0,Sunny,54,26,23,1020,0,ENE,9,0,23.3,0,0,0,0.055555555555556,0,0,0,,
1080,1080,12/15/2018,7,Sunny,58,26,23,1020,0.4,ESE,13,1,24.2,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1081,1081,12/16/2018,4,Sunny,50,26,23,1022,0.1,NE,16,0,24.1,0,0,0,0.055555555555556,0,0,0,,
1082,1082,12/17/2018,0,Sunny,45,27,22,1021,0,ENE,14,3,23.3,0.166666666666667,0.111111111111111,0.055555555555556,0,0,0,0.055555555555556,,
1083,1083,12/18/2018,0,Sunny,48,25,22,1020,0,SW,9,0,22.9,0,0,0,0,0,0,0,,
1084,1084,12/19/2018,1,Sunny,57,25,22,1019,0,W,9,2,22.9,0.111111111111111,0.111111111111111,0,0,0,0,0,,
1085,1085,12/20/2018,0,Sunny,55,26,23,1018,0,ESE,7,2,22.9,0.111111111111111,0.055555555555556,0,0,0.055555555555556,0,0,,
1086,1086,12/21/2018,3,Sunny,59,24,23,1016,0,W,9,0,22.7,0,0,0,0.055555555555556,0,0,0,,
1087,1087,12/22/2018,4,Sunny,63,25,22,1015,0.2,W,17,0,22.3,0,0,0,0,0,0,0,,
1088,1088,12/23/2018,11,Sunny,61,23,21,1017,0.1,W,19,0,22.1,0,0,0,0,0,0,0,,
1089,1089,12/24/2018,2,Sunny,54,23,20,1019,0,WSW,10,0,21.4,0,0,0,0.055555555555556,0,0,0,,
1090,1090,12/25/2018,0,Sunny,52,23,21,1019,0,W,12,0,20.3,0,0,0,0.055555555555556,0,0,0,,
1091,1091,12/26/2018,3,Sunny,50,24,20,1020,0,E,8,0,21.2,0,0,0,0,0,0,0,,
1092,1092,12/27/2018,0,Sunny,51,26,20,1019,0,SSE,8,0,21.7,0,0,0,0.055555555555556,0,0,0,,
1093,1093,12/28/2018,1,Sunny,49,24,22,1016,0,SSW,7,1,21.6,0.055555555555556,0,0,0,0.055555555555556,0,0,,
1094,1094,12/29/2018,6,Sunny,49,24,20,1017,0,SW,8,0,21.9,0,0,0,0.055555555555556,0,0,0,,
1095,1095,12/30/2018,3,Sunny,58,25,22,1018,0,SW,5,0,22.2,0,0,0,0,0,0,0,,
1096,1096,12/31/2018,20,Partly cloudy,55,25,22,1019,0,SW,9,0,22.7,0,0,0,0.055555555555556,0,0,0,,
1097,1097,1/1/2019,5,Sunny,54,25,22,1021,0,S,9,0,22.9,0,0,0,0,0,0,0,,
1098,1098,1/2/2019,16,Partly cloudy,54,25,21,1020,0,SSW,6,0,22.6,0,0,0,0,0,0,0,,
1099,1099,1/3/2019,5,Sunny,48,27,22,1020,0,S,7,0,23.2,0,0,0,0,0,0,0,,
1100,1100,1/4/2019,10,Sunny,59,26,22,1019,0,SW,15,0,22.8,0,0,0,0,0,0,0,,
1101,1101,1/5/2019,4,Sunny,60,25,21,1019,0,W,11,0,21.8,0,0,0,0,0,0,0,,
1102,1102,1/6/2019,1,Partly cloudy,57,26,22,1018,0,SSE,8,0,22.1,0,0,0,0,0,0,0,,
1103,1103,1/7/2019,2,Sunny,57,26,22,1017,0,S,10,0,23.3,0,0,0,0.055555555555556,0,0,0,,
1104,1104,1/8/2019,0,Sunny,55,27,23,1018,0,SSW,8,1,23.5,0.055555555555556,0.055555555555556,0,0.111111111111111,0,0,0,,
1105,1105,1/9/2019,0,Sunny,55,27,23,1017,0,S,9,0,23.8,0,0,0,0.055555555555556,0,0,0,,
1106,1106,1/10/2019,3,Sunny,63,25,22,1017,0,SW,20,0,22.3,0,0,0,0.111111111111111,0,0,0,,
1107,1107,1/11/2019,13,Partly cloudy,61,23,20,1017,0,W,25,0,21.2,0,0,0,0,0,0,0,,
1108,1108,1/12/2019,7,Sunny,59,23,20,1017,0,WSW,11,2,20.7,0.111111111111111,0.111111111111111,0,0,0,0,0,,
1109,1109,1/13/2019,19,Partly cloudy,56,25,20,1018,0,SSW,7,0,22.1,0,0,0,0,0,0,0,,
1110,1110,1/14/2019,45,Overcast,55,26,21,1018,0,SE,14,0,22.9,0,0,0,0.111111111111111,0,0,0,,
1111,1111,1/15/2019,7,Sunny,65,26,21,1019,0,S,12,1,23.7,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
1112,1112,1/16/2019,5,Sunny,58,26,22,1016,0,S,7,0,23.5,0,0,0,0,0,0,0,,
1113,1113,1/17/2019,6,Sunny,52,28,23,1014,0,SSW,14,0,24.4,0,0,0,0,0,0,0,,
1114,1114,1/18/2019,3,Sunny,61,22,20,1016,0,W,24,0,21.3,0,0,0,0.111111111111111,0,0,0,,
1115,1115,1/19/2019,20,Partly cloudy,64,20,19,1016,0,W,25,2,19.6,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0,0,,
1116,1116,1/20/2019,0,Sunny,58,21,18,1018,0,WNW,31,0,20.1,0,0,0,0.166666666666667,0,0,0,,
1117,1117,1/21/2019,4,Sunny,47,22,19,1018,0,W,12,0,19.1,0,0,0,0,0,0,0,,
1118,1118,1/22/2019,2,Sunny,51,22,19,1016,0,W,15,0,18.9,0,0,0,0.055555555555556,0,0,0,,
1119,1119,1/23/2019,1,Sunny,55,23,19,1017,0,W,15,0,20.1,0,0,0,0,0,0,0,,
1120,1120,1/24/2019,8,Sunny,54,24,19,1019,0,SSW,8,0,20.9,0,0,0,0,0,0,0,,
1121,1121,1/25/2019,15,Sunny,55,25,20,1019,0,SSE,8,1,21.9,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1122,1122,1/26/2019,8,Sunny,49,26,21,1019,0,SSW,12,1,23.3,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1123,1123,1/27/2019,5,Sunny,47,26,22,1020,0,SW,8,0,23.8,0,0,0,0.055555555555556,0,0,0,,
1124,1124,1/28/2019,21,Overcast,47,29,22,1020,0,SE,12,2,24.5,0.111111111111111,0.055555555555556,0.055555555555556,0,0,0.055555555555556,0,,
1125,1125,1/29/2019,20,Partly cloudy,58,26,22,1019,0.2,S,19,0,24.2,0,0,0,0,0,0,0,,
1126,1126,1/30/2019,16,Partly cloudy,65,24,22,1017,0,SW,16,0,22.2,0,0,0,0.111111111111111,0,0,0,,
1127,1127,1/31/2019,7,Partly cloudy,59,24,21,1017,0,W,17,0,21.3,0,0,0,0,0,0,0,,
1128,1128,2/1/2019,3,Partly cloudy,64,24,22,1016,0,WSW,12,0,21.7,0,0,0,0,0,0,0,,
1129,1129,2/2/2019,12,Partly cloudy,60,26,21,1016,0,S,9,0,23,0,0,0,0,0,0,0,,
1130,1130,2/3/2019,20,Thundery outbreaks possible,59,27,22,1015,1.2,S,20,0,22.4,0,0,0,0.055555555555556,0,0,0,,
1131,1131,2/4/2019,16,Patchy rain possible,61,23,21,1018,3.8,W,20,0,21.1,0,0,0,0.055555555555556,0,0,0,,
1132,1132,2/5/2019,0,Sunny,52,22,19,1021,0,W,15,0,19.7,0,0,0,0,0,0,0,,
1133,1133,2/6/2019,1,Sunny,46,22,19,1021,0,ENE,18,0,19.9,0,0,0,0,0,0,0,,
1134,1134,2/7/2019,1,Sunny,34,22,19,1021,0,SSW,9,0,19.8,0,0,0,0,0,0,0,,
1135,1135,2/8/2019,3,Sunny,40,23,18,1020,0,WSW,7,0,20.1,0,0,0,0.055555555555556,0,0,0,,
1136,1136,2/9/2019,9,Sunny,47,25,19,1018,0,SW,8,0,21.4,0,0,0,0.055555555555556,0,0,0,,
1137,1137,2/10/2019,8,Sunny,53,24,20,1017,0,NE,17,1,22.4,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1138,1138,2/11/2019,12,Sunny,63,26,21,1014,0,E,17,0,23.4,0,0,0,0.055555555555556,0,0,0,,
1139,1139,2/12/2019,24,Light rain shower,64,22,20,1014,2.4,SW,35,0,21.2,0,0,0,0.111111111111111,0,0,0,,
1140,1140,2/13/2019,0,Sunny,54,22,19,1019,0,WNW,21,0,21.1,0,0,0,0.055555555555556,0,0,0,,
1141,1141,2/14/2019,3,Sunny,48,23,20,1019,0,SSW,9,1,20.7,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
1142,1142,2/15/2019,27,Partly cloudy,48,25,20,1018,0,E,12,0,22.5,0,0,0,0,0,0,0,,
1143,1143,2/16/2019,43,Patchy rain possible,54,27,22,1016,0.3,ESE,14,1,24.4,0.055555555555556,0,0,0.111111111111111,0.055555555555556,0,0,,
1144,1144,2/17/2019,30,Patchy rain possible,66,25,22,1014,3.3,S,14,0,22.8,0,0,0,0.055555555555556,0,0,0,,
1145,1145,2/18/2019,7,Sunny,56,22,20,1013,0,W,25,0,20.7,0,0,0,0,0,0,0,,
1146,1146,2/19/2019,21,Partly cloudy,57,22,20,1010,0,WSW,17,1,20.9,0.055555555555556,0,0,0,0.055555555555556,0,0,,
1147,1147,2/20/2019,2,Sunny,54,21,20,1015,0,WNW,30,0,20.6,0,0,0,0.055555555555556,0,0,0,,
1148,1148,2/21/2019,13,Sunny,55,23,18,1020,0,WSW,11,1,19.8,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1149,1149,2/22/2019,33,Partly cloudy,57,22,19,1018,0,WSW,8,0,20.7,0,0,0,0,0,0,0,,
1150,1150,2/23/2019,27,Patchy rain possible,65,25,20,1017,0.6,S,11,0,22.6,0,0,0,0,0,0,0,,
1151,1151,2/24/2019,16,Partly cloudy,56,25,21,1015,0,SSW,7,0,23.6,0,0,0,0,0,0,0,,
1152,1152,2/25/2019,7,Sunny,55,25,21,1014,0,WNW,25,0,22.4,0,0,0,0.055555555555556,0,0,0,,
1153,1153,2/26/2019,0,Sunny,59,23,20,1014,0,WNW,26,0,21.3,0,0,0,0,0,0,0,,
1154,1154,2/27/2019,15,Partly cloudy,57,25,19,1012,0,SW,14,1,21.4,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
1155,1155,2/28/2019,52,Patchy rain possible,54,27,22,1009,1.4,ESE,15,1,24.3,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1156,1156,3/1/2019,33,Light rain shower,64,27,21,1004,8.7,SSE,32,0,23.7,0,0,0,0.111111111111111,0,0,0,,
1157,1157,3/2/2019,2,Sunny,59,20,18,1010,0,WNW,41,0,19.3,0,0,0,0,0,0,0,,
1158,1158,3/3/2019,16,Partly cloudy,62,20,18,1014,0.2,W,26,0,19.9,0,0,0,0,0,0,0,,
1159,1159,3/4/2019,0,Sunny,56,22,19,1015,0,W,26,0,20.2,0,0,0,0,0,0,0,,
1160,1160,3/5/2019,0,Sunny,56,23,18,1014,0,W,21,0,20.3,0,0,0,0.055555555555556,0,0,0,,
1161,1161,3/6/2019,16,Partly cloudy,56,24,18,1013,0,S,12,0,21.1,0,0,0,0,0,0,0,,
1162,1162,3/7/2019,6,Sunny,57,24,20,1012,0,WNW,19,0,22.2,0,0,0,0,0,0,0,,
1163,1163,3/8/2019,1,Sunny,59,22,19,1015,0,W,17,2,20.5,0.111111111111111,0,0.111111111111111,0,0,0,0.111111111111111,,
1164,1164,3/9/2019,1,Sunny,58,23,19,1016,0,W,22,0,19.8,0,0,0,0,0,0,0,,
1165,1165,3/10/2019,2,Sunny,60,22,18,1016,0,W,27,0,20.7,0,0,0,0.055555555555556,0,0,0,,
1166,1166,3/11/2019,0,Sunny,58,22,18,1016,0,W,17,0,19.4,0,0,0,0,0,0,0,,
1167,1167,3/12/2019,0,Sunny,51,23,19,1017,0,W,25,0,20.1,0,0,0,0.055555555555556,0,0,0,,
1168,1168,3/13/2019,2,Sunny,58,24,20,1018,0,W,13,0,20.2,0,0,0,0.055555555555556,0,0,0,,
1169,1169,3/14/2019,6,Sunny,52,27,20,1016,0,SSE,11,1,23.5,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1170,1170,3/15/2019,30,Light rain shower,51,26,22,1016,5.6,ENE,15,0,22.1,0,0,0,0,0,0,0,,
1171,1171,3/16/2019,11,Sunny,59,26,23,1015,0,ENE,16,0,25.1,0,0,0,0,0,0,0,,
1172,1172,3/17/2019,19,Patchy light rain with thunder,63,27,24,1011,5.4,SE,14,0,25.2,0,0,0,0,0,0,0,,
1173,1173,3/18/2019,0,Sunny,55,23,21,1015,0.7,W,31,0,22.3,0,0,0,0.055555555555556,0,0,0,,
1174,1174,3/19/2019,0,Sunny,55,23,21,1015,0,W,32,0,21.6,0,0,0,0,0,0,0,,
1175,1175,3/20/2019,12,Sunny,62,23,19,1013,0,WSW,19,0,20.6,0,0,0,0,0,0,0,,
1176,1176,3/21/2019,5,Sunny,57,25,20,1013,0,SW,10,0,22.8,0,0,0,0,0,0,0,,
1177,1177,3/22/2019,22,Partly cloudy,48,27,23,1014,0.1,SSE,9,0,26.2,0,0,0,0.111111111111111,0,0,0,,
1178,1178,3/23/2019,18,Patchy light rain with thunder,58,28,22,1012,3.5,ENE,21,1,26.5,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1179,1179,3/24/2019,13,Patchy light rain with thunder,60,29,23,1010,7.6,E,22,1,27.3,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1180,1180,3/25/2019,20,Partly cloudy,59,29,24,1011,0.8,E,23,0,27.8,0,0,0,0,0,0,0,,
1181,1181,3/26/2019,15,Partly cloudy,57,31,24,1011,0,SE,24,0,28.9,0,0,0,0.055555555555556,0,0,0,,
1182,1182,3/27/2019,29,Patchy rain possible,69,27,23,1015,5.3,S,15,0,23.8,0,0,0,0,0,0,0,,
1183,1183,3/28/2019,28,Light rain shower,65,27,22,1016,1.9,WNW,12,1,23.8,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1184,1184,3/29/2019,5,Sunny,51,27,23,1015,0,NW,8,0,24.7,0,0,0,0,0,0,0,,
1185,1185,3/30/2019,9,Patchy rain possible,42,28,23,1013,2.3,SSW,8,0,25.7,0,0,0,0,0,0,0,,
1186,1186,3/31/2019,7,Sunny,41,31,25,1012,0,SE,14,0,30.2,0,0,0,0,0,0,0,,
1187,1187,4/1/2019,11,Partly cloudy,36,33,28,1010,0,SE,21,1,32.6,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
1188,1188,4/2/2019,22,Cloudy,43,32,26,1010,0,SW,19,2,29.9,0.111111111111111,0,0.111111111111111,0.055555555555556,0,0,0.111111111111111,,
1189,1189,4/3/2019,30,Patchy rain possible,46,31,26,1011,2,SSW,11,0,31.1,0,0,0,0.055555555555556,0,0,0,,
1190,1190,4/4/2019,19,Partly cloudy,40,33,26,1011,0.1,SSE,12,2,32.4,0.111111111111111,0.055555555555556,0.055555555555556,0,0,0,0.055555555555556,,
1191,1191,4/5/2019,18,Patchy rain possible,36,33,28,1011,1.2,ENE,11,0,32.2,0,0,0,0,0,0,0,,
1192,1192,4/6/2019,5,Sunny,36,33,28,1011,0,SSW,9,0,33.1,0,0,0,0,0,0,0,,
1193,1193,4/7/2019,5,Sunny,31,34,29,1009,0.1,S,10,0,33.4,0,0,0,0,0,0,0,,
1194,1194,4/8/2019,11,Patchy rain possible,46,29,27,1007,4.9,SW,13,1,29.4,0.055555555555556,0,0,0.055555555555556,0.055555555555556,0,0,,
1195,1195,4/9/2019,4,Sunny,53,31,27,1008,0,WSW,11,0,29.9,0,0,0,0,0,0,0,,
1196,1196,4/10/2019,27,Patchy light drizzle,57,29,27,1011,1.1,WNW,11,2,28.1,0.111111111111111,0.055555555555556,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
1197,1197,4/11/2019,23,Patchy rain possible,56,28,26,1011,0.6,WSW,12,1,27.5,0.055555555555556,0.055555555555556,0,0,0,0,0,,
1198,1198,4/12/2019,15,Patchy rain possible,55,29,26,1009,1.9,SSE,8,0,28.1,0,0,0,0,0,0,0,,
1199,1199,4/13/2019,27,Patchy light rain with thunder,58,30,25,1008,15.2,S,13,1,26.1,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
1200,1200,4/14/2019,23,Moderate or heavy rain shower,62,26,22,1009,12.6,W,34,0,23.8,0,0,0,0,0,0,0,,
1201,1201,4/15/2019,1,Sunny,57,27,24,1011,0,W,24,0,24.7,0,0,0,0,0,0,0,,
1202,1202,4/16/2019,6,Sunny,52,28,23,1011,0,WSW,16,3,25.4,0.166666666666667,0.111111111111111,0,0.055555555555556,0.055555555555556,0,0,,
1203,1203,4/17/2019,6,Sunny,43,29,24,1011,0,WSW,11,0,27.6,0,0,0,0,0,0,0,,
1204,1204,4/18/2019,2,Sunny,36,32,27,1011,0,SSW,7,2,30,0.111111111111111,0.055555555555556,0.055555555555556,0,0,0,0.055555555555556,,
1205,1205,4/19/2019,0,Sunny,37,34,28,1010,0,SSE,15,0,32,0,0,0,0,0,0,0,,
1206,1206,4/20/2019,0,Sunny,35,34,29,1007,0,SSE,16,1,33.1,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
1207,1207,4/21/2019,1,Sunny,39,35,30,1005,0,SSE,15,2,33.8,0.111111111111111,0.055555555555556,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
