Date,Failure.Rate,Temp,Cloud,Disc,Humidity,MaxTemp,MinTemp,Pressure,Rain,WindDir,WindSpeed,
10/13/2017,0,31.6,0,Sunny,61,35,29,1007,0,WSW,9,
10/14/2017,0.111111111111111,31.2,0,Sunny,57,36,29,1006,0,WSW,8,
10/15/2017,0.277777777777778,31.3,0,Sunny,56,35,29,1007,0,SW,8,
10/16/2017,0.222222222222222,31.3,0,Sunny,58,35,28,1008,0,WSW,9,
10/17/2017,0.111111111111111,30.8,0,Sunny,55,35,27,1007,0,SW,9,
10/18/2017,0.055555555555556,30.9,0,Sunny,56,35,27,1009,0,SSW,8,
10/19/2017,0.111111111111111,32.4,0,Sunny,46,36,28,1011,0,NE,13,
10/20/2017,0.166666666666667,31.9,0,Sunny,41,36,29,1010,0,S,9,
10/21/2017,0.055555555555556,30.8,0,Sunny,58,34,28,1009,0,W,9,
10/22/2017,0,30.8,0,Sunny,56,34,27,1008,0,SW,12,
10/23/2017,0.055555555555556,30.9,0,Sunny,63,34,27,1010,0,WSW,12,
10/24/2017,0.388888888888889,31.2,0,Sunny,55,34,27,1013,0,S,9,
10/25/2017,0.111111111111111,31.2,0,Sunny,49,35,27,1014,0,ESE,10,
10/26/2017,0.222222222222222,31.2,0,Sunny,43,35,28,1014,0,SSE,10,
10/27/2017,0.055555555555556,31,0,Sunny,55,34,28,1013,0,WNW,10,
10/28/2017,0.055555555555556,30.3,0,Sunny,54,35,29,1013,0,WSW,9,
10/29/2017,0,30.5,0,Sunny,56,34,28,1013,0,WSW,9,
10/30/2017,0,30.7,0,Sunny,55,35,28,1014,0,SSW,8,
10/31/2017,0.055555555555556,29.4,0,Sunny,56,32,27,1013,0,S,8,
11/1/2017,0.111111111111111,29.7,0,Sunny,54,33,27,1013,0,S,9,
11/2/2017,0,29.9,3,Sunny,49,33,27,1013,0,S,12,
11/3/2017,0,29.6,0,Sunny,47,32,27,1013,0,S,10,
11/4/2017,0.055555555555556,29.1,0,Sunny,51,32,27,1014,0,S,11,
11/5/2017,0.111111111111111,28.9,1,Sunny,52,33,25,1014,0,SE,11,
11/6/2017,0,29.6,0,Sunny,46,33,26,1015,0,E,11,
11/7/2017,0.055555555555556,29.4,0,Sunny,46,33,27,1014,0,S,9,
11/8/2017,0,29,0,Sunny,51,33,27,1014,0,WSW,9,
11/9/2017,0.055555555555556,28.7,1,Sunny,58,32,27,1013,0,NW,10,
11/10/2017,0,28.6,4,Sunny,53,31,26,1012,0,WSW,9,
11/11/2017,0.111111111111111,28.4,1,Sunny,51,30,26,1013,0,WSW,8,
11/12/2017,0,28.8,3,Sunny,58,31,26,1013,0,W,15,
11/13/2017,0.166666666666667,28.5,0,Sunny,48,30,26,1011,0,NW,20,
11/14/2017,0.055555555555556,26.8,0,Sunny,47,32,24,1012,0,SSW,8,
11/15/2017,0,26.9,1,Sunny,44,31,24,1013,0,S,9,
11/16/2017,0.111111111111111,26.6,5,Sunny,48,29,24,1014,0,SSE,9,
11/17/2017,0.055555555555556,26.5,9,Sunny,51,30,24,1016,0,E,10,
11/18/2017,0.055555555555556,26.3,8,Sunny,50,30,23,1017,0,ENE,14,
11/19/2017,0.055555555555556,25.9,11,Sunny,46,30,23,1019,0,ENE,13,
11/20/2017,0.055555555555556,25.9,41,Partly cloudy,36,29,22,1018,0,ESE,10,
11/21/2017,0.055555555555556,25.2,9,Sunny,35,29,22,1016,0,SSE,12,
11/22/2017,0,25.7,13,Partly cloudy,41,29,23,1013,0,S,13,
11/23/2017,0.111111111111111,25.5,5,Sunny,49,29,23,1013,0,SSW,16,
11/24/2017,0,25.7,19,Partly cloudy,60,27,22,1015,1.4,SW,10,
11/25/2017,0,25.2,7,Sunny,51,27,23,1018,0,WNW,21,
11/26/2017,0.111111111111111,23.7,0,Sunny,52,26,22,1019,0,WNW,12,
11/27/2017,0.055555555555556,23.6,0,Sunny,57,27,21,1017,0,WSW,7,
11/28/2017,0.055555555555556,25.3,3,Sunny,58,29,23,1015,0,WSW,16,
11/29/2017,0,25.7,0,Sunny,53,28,23,1016,0,W,14,
11/30/2017,0.166666666666667,25.1,0,Sunny,52,28,22,1017,0,ENE,10,
12/1/2017,0,25.1,2,Sunny,50,28,24,1015,0,SSW,7,
12/2/2017,0.055555555555556,25.1,4,Sunny,66,28,24,1016,0,WNW,8,
12/3/2017,0.055555555555556,24.8,8,Sunny,52,28,23,1017,0.2,SE,11,
12/4/2017,0.111111111111111,23.6,0,Sunny,39,27,22,1019,0,ENE,21,
12/5/2017,0.055555555555556,22.3,0,Sunny,35,25,19,1019,0,NE,17,
12/6/2017,0,21.3,0,Sunny,32,25,18,1017,0,E,13,
12/7/2017,0,21.6,0,Sunny,39,27,18,1017,0,S,8,
12/8/2017,0.055555555555556,21.4,15,Patchy rain possible,52,25,19,1017,0.5,SW,17,
12/9/2017,0.055555555555556,22.6,9,Sunny,60,24,20,1017,0,SSW,13,
12/10/2017,0.055555555555556,23.1,1,Sunny,47,25,21,1019,0,SE,14,
12/11/2017,0,22.4,0,Sunny,54,25,21,1018,0,WSW,12,
12/12/2017,0.111111111111111,22.7,0,Sunny,60,25,21,1016,0,W,20,
12/13/2017,0.055555555555556,21.8,0,Sunny,53,25,18,1017,0,E,14,
12/14/2017,0.055555555555556,22.3,15,Partly cloudy,45,26,19,1017,0,SE,13,
12/15/2017,0,23,38,Partly cloudy,53,26,20,1018,0,SE,16,
12/16/2017,0.055555555555556,22.5,24,Patchy light rain with thunder,53,26,21,1019,1.5,E,19,
12/17/2017,0.166666666666667,20.1,30,Torrential rain shower,60,24,20,1019,16,E,16,
12/18/2017,0.055555555555556,20.4,13,Patchy rain possible,54,23,20,1020,0.8,NE,9,
12/19/2017,0.111111111111111,21.5,3,Sunny,53,24,20,1022,0,ESE,11,
12/20/2017,0.111111111111111,22.1,0,Sunny,51,25,21,1024,0,ENE,13,
12/21/2017,0.111111111111111,22.5,0,Sunny,47,26,22,1024,0,ENE,14,
12/22/2017,0,22.8,0,Sunny,45,26,23,1022,0,S,11,
12/23/2017,0.111111111111111,21.9,1,Sunny,61,26,23,1019,0,WNW,9,
12/24/2017,0.277777777777778,21.5,2,Sunny,70,26,22,1017,0,WSW,9,
12/25/2017,0.055555555555556,22.4,0,Sunny,68,26,23,1017,0,WSW,7,
12/26/2017,0.055555555555556,22.1,0,Sunny,59,26,22,1017,0,SW,6,
12/27/2017,0,22.4,2,Sunny,65,24,22,1018,0,WNW,8,
12/28/2017,0.055555555555556,23.6,0,Sunny,56,27,22,1018,0,ENE,13,
12/29/2017,0,23.2,2,Sunny,39,27,22,1018,0,ENE,15,
12/30/2017,0.055555555555556,22.5,15,Partly cloudy,39,26,21,1018,0,ESE,10,
12/31/2017,0.055555555555556,21.4,0,Sunny,44,25,22,1017,0,SSW,7,
1/1/2018,0,20.9,0,Sunny,45,24,21,1015,0,WSW,5,
1/2/2018,0,20.8,0,Sunny,49,23,19,1013,0,SW,9,
1/3/2018,0.055555555555556,20.9,7,Partly cloudy,60,23,20,1014,0,W,19,
1/4/2018,0,21.2,14,Partly cloudy,60,22,20,1015,0.1,WSW,16,
1/5/2018,0,21.2,3,Sunny,58,22,19,1015,0,WSW,13,
1/6/2018,0,20.7,0,Sunny,56,24,20,1014,0,WSW,8,
1/7/2018,0.111111111111111,22.1,0,Sunny,50,25,20,1015,0,SSW,16,
1/8/2018,0,20.7,7,Patchy rain possible,58,22,20,1017,7.4,WNW,20,
1/9/2018,0.111111111111111,19.9,9,Sunny,54,22,19,1019,4.1,E,16,
1/10/2018,0.111111111111111,20.9,7,Sunny,45,22,19,1020,0,ENE,19,
1/11/2018,0,21,3,Sunny,39,23,19,1022,0,N,14,
1/12/2018,0,20.7,0,Sunny,40,23,20,1021,0,SSW,11,
1/13/2018,0.111111111111111,19.8,0,Sunny,55,23,21,1018,0,W,8,
1/14/2018,0,20.3,4,Sunny,66,23,19,1017,0,WSW,6,
1/15/2018,0.166666666666667,19.1,0,Sunny,66,23,19,1017,0,WSW,8,
1/16/2018,0.277777777777778,20.2,0,Sunny,58,24,20,1015,0,W,21,
1/17/2018,0.055555555555556,20.4,3,Sunny,60,22,19,1014,0,WSW,16,
1/18/2018,0,19.2,3,Sunny,57,22,18,1016,0,WSW,12,
1/19/2018,0,20.4,0,Sunny,56,23,19,1017,0,ESE,9,
1/20/2018,0.166666666666667,20.6,1,Sunny,55,23,19,1017,0,SSW,9,
1/21/2018,0.055555555555556,19.7,0,Sunny,60,21,19,1017,0,W,26,
1/22/2018,0.111111111111111,19.5,0,Sunny,53,22,19,1017,0,SW,9,
1/23/2018,0.111111111111111,20.1,0,Sunny,45,23,19,1016,0,S,10,
1/24/2018,0.055555555555556,19.3,0,Sunny,57,22,19,1015,0,WSW,9,
1/25/2018,0,20.1,0,Sunny,60,23,20,1015,0,W,8,
1/26/2018,0.055555555555556,21.4,0,Sunny,59,24,21,1014,0,W,6,
1/27/2018,0.055555555555556,22.5,0,Sunny,54,26,22,1013,0,W,5,
1/28/2018,0.111111111111111,21.3,1,Sunny,60,24,21,1012,0,SW,14,
1/29/2018,0,19.7,2,Sunny,60,20,18,1016,0,W,23,
1/30/2018,0.055555555555556,19.2,30,Partly cloudy,60,21,18,1019,0,W,19,
1/31/2018,0.222222222222222,19.8,11,Partly cloudy,54,21,18,1020,0,WNW,24,
2/1/2018,0.111111111111111,19.1,12,Sunny,52,22,19,1020,0,W,13,
2/2/2018,0,18.8,4,Sunny,54,22,19,1019,0,W,13,
2/3/2018,0,19.5,0,Sunny,52,23,19,1019,0,S,9,
2/4/2018,0,20.3,9,Partly cloudy,43,23,19,1019,0,SSE,11,
2/5/2018,0,19.4,2,Sunny,54,23,20,1019,0,WNW,9,
2/6/2018,0.055555555555556,19.1,4,Sunny,54,22,19,1020,0,W,7,
2/7/2018,0,19.6,31,Partly cloudy,55,22,19,1018,0.1,WSW,6,
2/8/2018,0.166666666666667,18.6,4,Sunny,57,23,20,1014,0,WSW,11,
2/9/2018,0.055555555555556,19.9,4,Sunny,56,23,19,1013,0,WSW,15,
2/10/2018,0,19,8,Sunny,52,22,19,1013,0,WSW,12,
2/11/2018,0.055555555555556,20.2,1,Sunny,54,23,19,1014,0,SW,8,
2/12/2018,0,22.3,1,Sunny,45,27,20,1015,0,SSW,7,
2/13/2018,0.055555555555556,24.4,36,Cloudy,47,28,22,1017,0,E,12,
2/14/2018,0.055555555555556,25.3,5,Sunny,59,29,22,1018,0,ESE,17,
2/15/2018,0.111111111111111,24.7,3,Sunny,64,27,22,1020,0,SSE,11,
2/16/2018,0,25.1,0,Sunny,52,28,23,1019,0,SSE,9,
2/17/2018,0.111111111111111,26,0,Sunny,47,30,24,1016,0,SSE,8,
2/18/2018,0.055555555555556,27.5,2,Sunny,40,31,25,1012,0,SE,9,
2/19/2018,0,24.7,5,Sunny,51,27,23,1011,0,SSW,12,
2/20/2018,0,22,9,Sunny,58,24,21,1013,0,W,14,
2/21/2018,0.111111111111111,21.4,19,Cloudy,58,24,20,1013,0,WSW,7,
2/22/2018,0.111111111111111,23.2,13,Partly cloudy,56,25,22,1011,0.1,SSW,7,
2/23/2018,0.166666666666667,25.2,9,Sunny,45,28,23,1010,0.8,SSE,9,
2/24/2018,0.055555555555556,28.1,23,Partly cloudy,47,30,24,1010,0.2,SE,11,
2/25/2018,0.055555555555556,23,33,Light rain shower,65,24,21,1012,2.7,S,16,
2/26/2018,0.111111111111111,22.9,12,Partly cloudy,65,24,21,1014,0.3,SSE,11,
2/27/2018,0.055555555555556,24.9,24,Partly cloudy,60,27,22,1013,0.2,ESE,14,
2/28/2018,0.055555555555556,23.9,22,Patchy rain possible,56,28,24,1012,0.7,E,18,
3/1/2018,0.055555555555556,24.8,26,Partly cloudy,56,27,23,1011,0.3,E,9,
3/2/2018,0.055555555555556,23.4,80,Light drizzle,60,23,22,1013,1.2,WSW,8,
3/3/2018,0.055555555555556,22.3,6,Sunny,61,25,21,1014,0,WSW,15,
3/4/2018,0,21.2,0,Sunny,61,24,20,1014,0,WSW,13,
3/5/2018,0.166666666666667,21.5,0,Sunny,60,24,21,1014,0,WSW,11,
3/6/2018,0,22.2,0,Sunny,56,25,21,1015,0,WSW,8,
3/7/2018,0,24,0,Sunny,51,27,22,1014,0,SW,8,
3/8/2018,0.055555555555556,24.4,0,Sunny,48,28,23,1011,0,SW,13,
3/9/2018,0,25.2,0,Sunny,50,27,23,1011,0,SW,11,
3/10/2018,0.055555555555556,27.1,0,Sunny,42,30,24,1011,0,SSE,9,
3/11/2018,0.055555555555556,28.4,0,Sunny,39,31,26,1011,0,SSE,17,
3/12/2018,0.222222222222222,27.5,3,Sunny,50,30,25,1011,0,SSW,18,
3/13/2018,0.111111111111111,26.5,3,Sunny,52,28,25,1011,0,WSW,12,
3/14/2018,0,23.3,0,Sunny,57,26,22,1012,0,W,17,
3/15/2018,0,22.7,0,Sunny,59,26,21,1012,0,WSW,12,
3/16/2018,0,24.3,1,Sunny,50,28,23,1010,0,WNW,8,
3/17/2018,0.111111111111111,25.2,9,Sunny,49,28,24,1009,0,SW,7,
3/18/2018,0.055555555555556,24,1,Sunny,54,26,23,1010,0,W,19,
3/19/2018,0,23.5,0,Sunny,54,25,22,1013,0,W,18,
3/20/2018,0.111111111111111,23.4,0,Sunny,57,26,22,1015,0,W,10,
3/21/2018,0,24.5,0,Sunny,55,27,24,1013,0,NW,8,
3/22/2018,0.222222222222222,24.7,0,Sunny,49,27,24,1011,0,W,8,
3/23/2018,0,24,0,Sunny,54,29,23,1011,0,SW,8,
3/24/2018,0,29.3,0,Sunny,44,32,25,1014,0,NE,14,
3/25/2018,0,28.7,0,Sunny,37,32,26,1016,0,SSE,12,
3/26/2018,0.111111111111111,29.1,0,Sunny,39,31,26,1017,0,SSW,12,
3/27/2018,0.055555555555556,26.1,0,Sunny,55,30,25,1014,0,WSW,12,
3/28/2018,0,26.1,0,Sunny,55,30,25,1012,0,WSW,9,
3/29/2018,0.333333333333333,28,0,Sunny,51,33,25,1011,0,W,8,
3/30/2018,0.055555555555556,29.9,0,Sunny,45,33,26,1009,0,SSE,9,
3/31/2018,0,28.6,0,Sunny,46,32,27,1008,0,SSW,13,
4/1/2018,0.055555555555556,26.2,2,Sunny,60,29,25,1007,0,WSW,21,
4/2/2018,0,25.8,2,Sunny,57,28,24,1009,0,WSW,19,
4/3/2018,0.166666666666667,26.2,2,Sunny,57,29,25,1010,0,WSW,16,
4/4/2018,0,28.3,2,Sunny,54,30,25,1009,0,WSW,14,
4/5/2018,0.166666666666667,29.5,2,Sunny,50,31,26,1006,0,W,13,
4/6/2018,0.111111111111111,31.6,14,Partly cloudy,44,34,27,1006,0,SSW,11,
4/7/2018,0,30.9,10,Sunny,42,32,29,1008,0,SSW,13,
4/8/2018,0.055555555555556,29.6,13,Sunny,52,31,27,1009,0,W,11,
4/9/2018,0.222222222222222,28.4,7,Sunny,59,31,27,1010,0,WSW,10,
4/10/2018,0.166666666666667,28.6,9,Partly cloudy,55,31,26,1009,0,W,10,
4/11/2018,0.055555555555556,29.7,9,Sunny,50,32,27,1009,0,SW,12,
4/12/2018,0.222222222222222,30.7,30,Partly cloudy,52,34,27,1008,0.2,S,13,
4/13/2018,0.111111111111111,30.9,4,Sunny,47,33,29,1008,0,SSW,8,
4/14/2018,0.166666666666667,30.9,5,Sunny,51,33,28,1007,0.5,SSW,11,
4/15/2018,0,27.4,1,Sunny,54,29,26,1009,0,W,19,
4/16/2018,0.166666666666667,30.2,4,Sunny,47,31,25,1009,0.7,S,11,
4/17/2018,0,32.3,2,Sunny,39,33,29,1010,0.4,ESE,14,
4/18/2018,0,27.7,1,Sunny,53,30,27,1012,0.4,WNW,17,
4/19/2018,0.222222222222222,25.9,0,Sunny,56,28,25,1010,0,W,21,
4/20/2018,0.055555555555556,25.9,0,Sunny,59,29,24,1010,0,WSW,13,
4/21/2018,0.166666666666667,28.1,0,Sunny,51,30,26,1010,0,SW,9,
4/22/2018,0.111111111111111,31.9,3,Sunny,39,34,28,1009,0,ENE,12,
4/23/2018,0.055555555555556,33.3,10,Sunny,39,34,29,1009,0,SE,17,
4/24/2018,0.111111111111111,32.8,9,Partly cloudy,42,35,30,1009,0,SW,15,
4/25/2018,0,30.9,14,Sunny,55,31,28,1009,0,WNW,12,
4/26/2018,0,31.5,6,Sunny,54,32,28,1008,0,W,12,
4/27/2018,0.055555555555556,32.1,7,Sunny,47,35,29,1007,0,SSW,10,
4/28/2018,0,34.8,3,Sunny,40,37,30,1007,0,SSE,10,
4/29/2018,0.111111111111111,35.6,2,Sunny,35,37,32,1007,0,SSW,13,
4/30/2018,0.222222222222222,31.2,1,Sunny,49,33,28,1007,0,W,16,
5/1/2018,0,31.5,4,Sunny,50,34,28,1008,0,W,14,
5/2/2018,0,31.2,12,Partly cloudy,51,34,29,1008,0,W,14,
5/3/2018,0.055555555555556,31.7,14,Sunny,51,34,29,1007,0,WSW,16,
5/4/2018,0.055555555555556,31.8,0,Sunny,49,34,29,1007,0,WSW,17,
5/5/2018,0.222222222222222,30.4,0,Sunny,53,33,28,1007,0,WSW,20,
5/6/2018,0.111111111111111,31.4,0,Sunny,54,33,28,1007,0,WSW,20,
5/7/2018,0.055555555555556,31.9,1,Sunny,54,34,29,1005,0,WSW,15,
5/8/2018,0.055555555555556,33.3,1,Sunny,49,36,30,1004,0,SSW,9,
5/9/2018,0.055555555555556,36.1,0,Sunny,39,40,32,1004,0,SSE,10,
5/10/2018,0,34.9,8,Partly cloudy,43,37,32,1005,0,SW,23,
5/11/2018,0.055555555555556,32.2,0,Sunny,48,34,29,1007,0,W,17,
5/12/2018,0.055555555555556,35.8,2,Sunny,34,37,29,1005,0,S,10,
5/13/2018,0.277777777777778,36.1,12,Sunny,34,39,32,1003,0,SSW,27,
5/14/2018,0.444444444444444,33.2,0,Sunny,48,35,29,1005,0,W,14,
5/15/2018,0.166666666666667,33.1,0,Sunny,50,36,29,1005,0,W,14,
5/16/2018,0.277777777777778,31.2,7,Sunny,50,34,29,1006,0.7,WSW,12,
5/17/2018,0.055555555555556,32.6,4,Sunny,48,34,29,1007,0,WNW,17,
5/18/2018,0,30.9,1,Sunny,51,33,29,1007,0,W,16,
5/19/2018,0.055555555555556,29.9,1,Sunny,57,33,28,1008,0,W,12,
5/20/2018,0,31.1,0,Sunny,51,34,29,1008,0,WNW,11,
5/21/2018,0,31.9,0,Sunny,39,36,30,1008,0,ENE,12,
5/22/2018,0.166666666666667,34.3,1,Sunny,38,36,31,1008,0,SSW,12,
5/23/2018,0.166666666666667,34.4,0,Sunny,38,37,32,1007,0,SSW,14,
5/24/2018,0,34.2,0,Sunny,41,36,31,1005,0,S,14,
5/25/2018,0.111111111111111,35.4,11,Partly cloudy,40,36,32,1005,0,SSW,14,
5/26/2018,0.055555555555556,34,15,Partly cloudy,50,35,32,1005,0,WSW,14,
5/27/2018,0.111111111111111,34,11,Patchy rain possible,55,35,31,1005,0.6,SSW,16,
5/28/2018,0.055555555555556,34.7,2,Sunny,50,37,32,1005,0,SSW,12,
5/29/2018,0.166666666666667,34.9,0,Sunny,52,37,33,1003,0,SW,10,
5/30/2018,0.111111111111111,34.8,0,Sunny,51,36,33,1003,0,SW,9,
5/31/2018,0.111111111111111,35.3,0,Sunny,46,37,33,1003,0,SW,9,
6/1/2018,0.111111111111111,35.6,0,Sunny,46,37,34,1002,0,W,9,
6/2/2018,0.055555555555556,36.7,0,Sunny,43,39,34,1002,0,WSW,8,
6/3/2018,0.111111111111111,36.3,0,Sunny,41,40,35,1001,0,SSW,9,
6/4/2018,0.333333333333333,35.8,0,Sunny,45,38,33,1000,0,SSW,12,
6/5/2018,0.166666666666667,36.8,0,Sunny,48,39,34,1001,0,SW,13,
6/6/2018,0.444444444444444,38.1,7,Sunny,47,39,34,1003,0,SSW,12,
6/7/2018,0.388888888888889,37.8,6,Sunny,47,39,35,1001,0,SSW,11,
6/8/2018,0.166666666666667,36.6,14,Partly cloudy,49,38,33,997,0,WSW,11,
6/9/2018,0.166666666666667,34.8,1,Sunny,59,38,32,994,0,SW,17,
6/10/2018,0.277777777777778,34.6,0,Sunny,58,38,32,994,0,SW,16,
6/11/2018,0.388888888888889,35.2,0,Sunny,52,38,33,995,0,W,23,
6/12/2018,0.055555555555556,34.1,0,Sunny,56,36,32,996,0,W,23,
6/13/2018,0.055555555555556,33.8,0,Sunny,55,38,32,995,0,WSW,17,
6/14/2018,0.555555555555556,33.3,0,Sunny,55,38,32,997,0,WSW,15,
6/15/2018,0,34.4,0,Sunny,52,38,32,998,0,WSW,16,
6/16/2018,0.111111111111111,33.7,0,Sunny,55,37,32,999,0,WSW,25,
6/17/2018,0.333333333333333,33.4,0,Sunny,54,37,32,999,0,WSW,26,
6/18/2018,0.055555555555556,34.3,0,Sunny,44,37,31,998,0,SSW,14,
6/19/2018,0.166666666666667,35.2,1,Sunny,43,39,34,999,0,SW,9,
6/20/2018,0.055555555555556,34.5,0,Sunny,49,39,32,1000,0,WSW,10,
6/21/2018,0.166666666666667,35.4,3,Sunny,51,39,33,1000,0,WSW,14,
6/22/2018,0,33.7,3,Sunny,58,38,32,999,0,SW,19,
6/23/2018,0.277777777777778,33.2,1,Sunny,59,37,31,999,0,WSW,18,
6/24/2018,0.111111111111111,33.3,0,Sunny,62,36,31,999,0,WSW,14,
6/25/2018,0.055555555555556,33.2,0,Sunny,55,37,32,999,0,W,14,
6/26/2018,0.055555555555556,34.2,0,Sunny,47,37,32,998,0,WSW,14,
6/27/2018,0.444444444444444,36.7,3,Sunny,40,38,33,996,0,SW,11,
6/28/2018,0.055555555555556,37.2,5,Sunny,41,38,33,995,0,WSW,9,
6/29/2018,0.055555555555556,38.8,1,Sunny,44,40,33,996,0,E,15,
6/30/2018,0.166666666666667,38.8,1,Sunny,37,39,33,997,0,ESE,12,
7/1/2018,0.166666666666667,37.4,5,Sunny,43,39,34,999,0,SW,13,
7/2/2018,0.166666666666667,35.9,1,Sunny,48,38,34,997,0,WSW,10,
7/3/2018,0.222222222222222,35.2,0,Sunny,47,38,33,995,0,W,10,
7/4/2018,0.166666666666667,37.2,0,Sunny,42,41,34,994,0,SE,11,
7/5/2018,0.166666666666667,40,0,Sunny,37,42,35,995,0,ESE,12,
7/6/2018,0.055555555555556,39.2,2,Sunny,44,40,36,997,0.4,E,12,
7/7/2018,0.166666666666667,39.3,0,Sunny,44,39,36,998,0,WSW,12,
7/8/2018,0.388888888888889,38,0,Sunny,47,39,35,998,0,SW,13,
7/9/2018,0.388888888888889,38,1,Sunny,42,40,33,995,0,W,12,
7/10/2018,0.333333333333333,38.9,1,Sunny,42,42,34,994,0,S,12,
7/11/2018,0.5,40.1,0,Sunny,36,42,36,995,0,SSW,11,
7/12/2018,0.222222222222222,37.8,1,Sunny,46,41,35,994,0,WSW,11,
7/13/2018,0.166666666666667,37.3,1,Sunny,48,40,33,993,0,SW,9,
7/14/2018,0.277777777777778,36.8,2,Sunny,55,40,34,994,0,WSW,10,
7/15/2018,0.166666666666667,35.2,1,Sunny,58,38,33,993,0,W,9,
7/16/2018,0.111111111111111,35.7,0,Sunny,58,39,32,993,0,WSW,14,
7/17/2018,0.166666666666667,35.8,0,Sunny,56,38,34,994,0,WSW,17,
7/18/2018,0.166666666666667,35.4,1,Sunny,54,38,33,996,0,WSW,16,
7/19/2018,0,35.1,4,Sunny,57,37,32,998,0,WSW,16,
7/20/2018,0.055555555555556,37,7,Sunny,43,38,32,996,0,SW,11,
7/21/2018,0.055555555555556,37.6,15,Sunny,40,39,33,995,0,S,10,
7/22/2018,0.166666666666667,38.2,9,Sunny,44,41,35,995,0,SSW,11,
7/23/2018,0,36.6,4,Sunny,54,39,34,994,0,WSW,12,
7/24/2018,0.222222222222222,35.6,5,Sunny,61,39,33,996,0,WSW,13,
7/25/2018,0.333333333333333,35.6,0,Sunny,54,38,33,998,0,WSW,17,
7/26/2018,0.111111111111111,35.8,0,Sunny,51,39,33,997,0,WSW,18,
7/27/2018,0,37.8,17,Partly cloudy,44,39,34,995,0,SW,13,
7/28/2018,0.166666666666667,40,12,Sunny,34,41,35,994,0,SE,11,
7/29/2018,0.222222222222222,40.6,1,Sunny,37,43,36,996,0,S,10,
7/30/2018,0.166666666666667,38.9,0,Sunny,48,41,35,996,0,WSW,13,
7/31/2018,0.111111111111111,36.7,0,Sunny,52,39,35,997,0,WSW,10,
8/1/2018,0.055555555555556,34.9,0,Sunny,59,37,32,997,0,W,11,
8/2/2018,0.222222222222222,34.9,1,Sunny,62,39,31,997,0,WSW,12,
8/3/2018,0,35.4,0,Sunny,59,38,33,1000,0,WSW,11,
8/4/2018,0.055555555555556,35.9,0,Sunny,47,38,33,1000,0,SW,11,
8/5/2018,0.055555555555556,35.2,6,Sunny,47,38,33,999,0,WSW,13,
8/6/2018,0.111111111111111,35.1,4,Sunny,54,38,32,997,0,SW,15,
8/7/2018,0.166666666666667,35.8,3,Sunny,57,39,33,995,0,WSW,13,
8/8/2018,0.055555555555556,36.9,5,Sunny,57,40,33,994,0,SSW,9,
8/9/2018,0.111111111111111,37.6,2,Sunny,48,41,33,997,0,E,20,
8/10/2018,0.055555555555556,37.4,11,Sunny,53,39,32,1000,0,ESE,16,
8/11/2018,0.055555555555556,37.3,2,Sunny,49,40,34,999,0,SW,12,
8/12/2018,0.277777777777778,35.4,2,Sunny,60,37,33,997,0,WNW,11,
8/13/2018,0.055555555555556,35.8,0,Sunny,63,39,33,993,0,WSW,10,
8/14/2018,0,35.9,0,Sunny,64,40,33,995,0,W,9,
8/15/2018,0,36.3,0,Sunny,61,39,34,997,0,W,12,
8/16/2018,0.111111111111111,36.8,0,Sunny,55,39,34,998,0,WSW,11,
8/17/2018,0.166666666666667,35.9,0,Sunny,56,39,33,998,0,WSW,11,
8/18/2018,0.055555555555556,36.3,0,Sunny,59,39,33,996,0,SSW,11,
8/19/2018,0.166666666666667,36.3,10,Sunny,56,39,33,997,0,SW,11,
8/20/2018,0,35.8,4,Sunny,64,39,33,998,0,W,9,
8/21/2018,0.055555555555556,35.9,0,Sunny,64,39,32,998,0,SSW,12,
8/22/2018,0.166666666666667,36.8,1,Sunny,56,40,33,998,0,SE,11,
8/23/2018,0.111111111111111,37,15,Partly cloudy,54,39,32,998,0,SW,11,
8/24/2018,0,37.4,16,Partly cloudy,55,39,32,999,0,SSE,12,
8/25/2018,0.055555555555556,36.7,0,Sunny,52,40,33,998,0,SW,13,
8/26/2018,0.277777777777778,36.3,0,Sunny,53,39,34,997,0,SW,11,
8/27/2018,0.333333333333333,38.4,8,Sunny,46,43,34,998,0,SSE,13,
8/28/2018,0.277777777777778,37.4,0,Sunny,42,42,33,999,0,SSE,15,
8/29/2018,0.166666666666667,36.8,4,Sunny,44,39,32,1001,0,ESE,16,
8/30/2018,0.055555555555556,35.4,1,Sunny,47,38,32,1002,0,SW,14,
8/31/2018,0.055555555555556,35.3,12,Partly cloudy,53,38,31,1000,0,S,13,
9/1/2018,0,35.7,3,Sunny,52,38,31,1001,0,SSW,9,
9/2/2018,0.055555555555556,36.8,0,Sunny,42,41,33,1001,0,SE,13,
9/3/2018,0.222222222222222,37.8,0,Sunny,41,40,33,1001,0,SSE,14,
9/4/2018,0.166666666666667,38.1,0,Sunny,43,40,34,1002,0,SSE,15,
9/5/2018,0.055555555555556,39.1,0,Sunny,41,41,34,1002,0,SSE,17,
9/6/2018,0.277777777777778,38.9,0,Sunny,39,41,34,1001,0,SSE,13,
9/7/2018,0,37.4,0,Sunny,41,41,34,1002,0,S,11,
9/8/2018,0.111111111111111,34.8,0,Sunny,56,39,33,1002,0,SW,10,
9/9/2018,0.222222222222222,34.9,2,Sunny,57,39,32,1003,0,S,10,
